PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH153820004,473.0,244.0,229.0,,0.0,0.056338028169014086,0.0,0.0,0,216634,0.021160960045907798
PH153820006,305.0,165.0,140.0,,0.22448979591836735,0.11564625850340136,0.04081632653061224,0.013605442176870748,1,134132,0.017633876032912218
PH153820007,1023.0,488.0,535.0,2.0,0.9566563467492261,0.021671826625386997,0.3560371517027864,0.03715170278637771,17,134132,0.006103518549627832
PH153820009,323.0,174.0,149.0,1.0,0.6260162601626016,0.04878048780487805,0.032520325203252036,0.0,0,216603,0.011975764186472698
PH153820010,11320.0,5773.0,5547.0,1.0,0.4020408163265306,0.15918367346938775,0.02040816326530612,0.03877551020408163,14,134136,0.0020927883677740603
PH153820011,3047.0,1615.0,1432.0,3.0,0.842304060434372,0.02927289896128423,0.06610009442870633,0.0028328611898017,41,305026,0.0028471736280323
PH153820013,394.0,192.0,202.0,4.0,0.7559055118110236,0.031496062992125984,0.007874015748031496,0.0,0,216603,0.008267384056691876
PH153820014,435.0,227.0,208.0,1.0,0.3383458646616541,0.21804511278195488,0.0,0.0,2,216634,0.004580204867445864
PH153820016,526.0,248.0,278.0,1.0,1.0,0.0,0.02403846153846154,0.0,5,216575,0.0052626737478355945
PH153820017,423.0,209.0,214.0,1.0,0.9571428571428572,0.0,0.0,0.0,4,216575,0.0036542151620632683
PH153820018,1054.0,505.0,549.0,3.0,0.893048128342246,0.008021390374331552,0.0106951871657754,0.0106951871657754,5,318341,0.004802492880238241
PH153821002,643.0,308.0,335.0,1.0,0.9924528301886792,0.007547169811320755,0.0,0.0,3,134014,0.007929593232066351
PH153821003,627.0,327.0,300.0,,0.8604651162790697,0.027906976744186046,0.0,0.0,1,134207,0.0024801992824785173
PH153821004,484.0,238.0,246.0,1.0,0.4174757281553398,0.49029126213592233,0.0048543689320388345,0.0048543689320388345,3,134206,0.0052355723525360645
PH153821005,789.0,404.0,385.0,1.0,0.7712418300653595,0.1895424836601307,0.0196078431372549,0.032679738562091505,0,134213,0.01574186096474958
PH153821006,689.0,393.0,296.0,1.0,0.863768115942029,0.017391304347826087,0.10434782608695652,0.008695652173913044,11,134209,0.009730258971224754
PH153821007,507.0,246.0,261.0,1.0,0.7368421052631579,0.16374269005847952,0.45614035087719296,0.029239766081871343,0,134206,0.010337866433893776
PH153821008,502.0,299.0,203.0,1.0,0.6571428571428571,0.21714285714285714,0.32571428571428573,0.42857142857142855,3,216665,0.0047106741383813044
PH153821011,720.0,405.0,315.0,1.0,0.7686274509803922,0.09803921568627451,0.00784313725490196,0.06274509803921569,2,134213,0.00829622518365687
PH153821012,6634.0,3511.0,3123.0,,0.9548254620123203,0.045174537987679675,0.004106776180698152,0.0,7,318306,0.006449215175206538
PH153822001,857.0,488.0,369.0,1.0,0.019801980198019802,0.1716171617161716,0.0,0.009900990099009901,0,134068,0.002093336466520774
PH153822002,875.0,437.0,438.0,1.0,0.814385150812065,0.12529002320185614,0.016241299303944315,0.0,4,134074,0.0151389068848653
PH153822003,1342.0,685.0,657.0,,0.0,0.048879837067209775,0.0,0.0,0,134080,0.04536485255833922
PH153822004,2966.0,1478.0,1488.0,2.0,0.0036855036855036856,0.37223587223587223,0.0,0.0,2,134073,0.01503948729645523
PH153822005,883.0,458.0,425.0,1.0,0.008797653958944282,0.21407624633431085,0.0,0.002932551319648094,0,134070,0.010723858343299057
PH153822006,1171.0,628.0,543.0,1.0,0.060085836909871244,0.19313304721030042,0.0,0.0,2,408895,0.007612084475330692
PH153822007,904.0,449.0,455.0,2.0,0.03132530120481928,0.02891566265060241,0.0,0.0,0,216572,0.01391797110011474
PH153822008,14941.0,7544.0,7397.0,2.0,0.5602240896358543,0.34173669467787116,0.004201680672268907,0.0014005602240896359,3,134074,0.0051247335005416466
PH153822009,755.0,406.0,349.0,1.0,0.021806853582554516,0.2834890965732087,0.0,0.0,1,216653,0.02243704796505247
PH153822010,1320.0,663.0,657.0,,0.06517690875232775,0.7579143389199255,0.00186219739292365,0.0,0,134080,0.029264648036222692
PH153822011,2082.0,978.0,1104.0,3.0,0.7523255813953489,0.12209302325581395,0.06627906976744186,0.0069767441860465115,14,134076,0.0023396993482754968
PH153823001,884.0,468.0,416.0,2.0,0.4479495268138801,0.42902208201892744,0.03785488958990536,0.0,0,134118,0.01651777343507937
PH153823002,1307.0,634.0,673.0,,0.9848156182212582,0.015184381778741865,0.05422993492407809,0.019522776572668113,1,318316,0.0065080329837539416
PH153823003,7405.0,3770.0,3635.0,2.0,0.9125214408233276,0.03945111492281304,0.03773584905660377,0.0017152658662092624,4,134125,0.003461316099324266
PH153823004,542.0,261.0,281.0,1.0,0.9415204678362573,0.03508771929824561,0.08187134502923976,0.07017543859649122,0,216545,0.005311280567114318
PH153823005,1012.0,473.0,539.0,2.0,0.8283132530120482,0.14156626506024098,0.1897590361445783,0.7590361445783133,2,134128,0.0036551120223698315
PH153823006,608.0,339.0,269.0,,1.0,0.0,0.01818181818181818,0.0,0,216596,0.008353878124560872
PH153823007,493.0,261.0,232.0,1.0,0.7906976744186046,0.11627906976744186,0.2441860465116279,0.627906976744186,2,216597,0.00832305044114182
