PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH153611094,202.0,84.0,118.0,1.0,1.0,0.0,0.0,0.0,2,318102,0.005130804617314539
PH153611096,292.0,144.0,148.0,1.0,0.9905660377358491,0.0,0.0,0.0,1,133322,0.004519141981569842
PH153611097,213.0,111.0,102.0,2.0,1.0,0.0,0.008264462809917356,0.0,2,133311,0.0015900706316422902
PH153611098,156.0,67.0,89.0,1.0,1.0,0.0,0.0,0.0,1,133322,0.006031704583924192
PH153612001,374.0,187.0,187.0,,1.0,0.0,0.0,0.0,2,133666,0.00728247872094211
PH153612008,266.0,133.0,133.0,,0.0,0.171875,0.0,0.0,0,133673,0.004094960226200056
PH153612011,323.0,140.0,183.0,1.0,1.0,0.0,0.0,0.0,3,133666,0.004992832725449653
PH153612012,361.0,173.0,188.0,1.0,0.010526315789473684,0.07368421052631578,0.0,0.010526315789473684,0,216039,0.0029294544237823336
PH153612017,956.0,502.0,454.0,1.0,0.9965870307167235,0.0,0.010238907849829351,0.9419795221843004,3,133671,0.005321515691308332
PH153612018,622.0,292.0,330.0,2.0,0.0,0.0,0.0,0.0,1,133675,0.001844842144601465
PH153612021,287.0,122.0,165.0,2.0,1.0,0.0,0.011235955056179775,0.9887640449438202,2,133669,0.003981306809218403
PH153612024,581.0,253.0,328.0,1.0,0.021052631578947368,0.0,0.021052631578947368,0.0,0,133668,0.005450675433668051
PH153612028,374.0,175.0,199.0,,0.0,0.0,0.11607142857142858,0.7053571428571429,1,216039,0.004613931013884874
PH153612029,475.0,243.0,232.0,,0.006369426751592357,0.0,0.0,0.0,3,133670,0.004752240002392794
PH153612032,388.0,205.0,183.0,1.0,0.007874015748031496,0.015748031496062992,0.007874015748031496,0.0,0,133675,0.007046990673882982
PH153612033,535.0,247.0,288.0,,0.006535947712418301,0.0,0.0,0.0,2,304979,0.004916771627034408
PH153612034,241.0,116.0,125.0,,0.0,0.27722772277227725,0.0,0.0,0,133672,0.009397509461142938
PH153612035,279.0,124.0,155.0,,0.017391304347826087,0.0,0.0,0.0,0,216069,0.01069755051082991
PH153612038,543.0,259.0,284.0,,0.005025125628140704,0.0,0.01507537688442211,0.005025125628140704,1,133674,0.0010117947996577802
PH153612039,480.0,265.0,215.0,,0.03355704697986577,0.020134228187919462,0.06040268456375839,0.0,0,216071,0.00923952191635413
PH153612043,631.0,305.0,326.0,3.0,1.0,0.0,0.5473251028806584,0.2139917695473251,0,600330,0.00258743054230902
PH153612048,306.0,158.0,148.0,,0.0,0.06363636363636363,0.0,0.0,0,133676,0.0062608646893945056
PH153612050,334.0,157.0,177.0,,0.0,0.0,0.04716981132075472,0.9433962264150944,1,216070,0.004141156241421198
PH153612051,201.0,94.0,107.0,,0.012048192771084338,0.3253012048192771,0.0,0.0,0,133676,0.007490372764918278
PH153612052,187.0,91.0,96.0,1.0,0.0,0.17105263157894737,0.0,0.0,0,133674,0.004557253340873142
PH153613001,198.0,102.0,96.0,,1.0,0.0,0.08641975308641975,0.8765432098765432,5,133714,0.009270129016352253
PH153613003,172.0,69.0,103.0,,0.4146341463414634,0.0,0.024390243902439025,0.5,1,133718,0.006125367209073603
PH153613006,154.0,64.0,90.0,,0.02702702702702703,0.0,0.5540540540540541,0.44594594594594594,0,133715,0.007959875934190369
PH153613007,205.0,114.0,91.0,,0.972972972972973,0.0,0.7162162162162162,0.013513513513513514,0,133706,0.00306685066579808
PH153613008,188.0,86.0,102.0,,0.9090909090909091,0.0,0.0,0.0,5,133712,0.002766969791779928
PH153613010,156.0,81.0,75.0,1.0,0.7666666666666667,0.0,0.31666666666666665,0.6666666666666666,0,133706,0.0007095329892275255
PH153613012,261.0,130.0,131.0,1.0,0.9891304347826086,0.010869565217391304,0.0,0.967391304347826,0,324727,0.0023339267984070467
PH153613013,250.0,127.0,123.0,,0.9634146341463414,0.012195121951219513,0.012195121951219513,0.012195121951219513,3,133716,0.006564971109229629
PH153613014,423.0,195.0,228.0,,0.9932432432432432,0.006756756756756757,0.013513513513513514,0.972972972972973,4,133716,0.005537877457279671
PH153613015,307.0,168.0,139.0,1.0,0.9818181818181818,0.0,0.08181818181818182,0.06363636363636363,1,324712,0.0026928214615792047
PH153613016,277.0,138.0,139.0,,1.0,0.0,0.058823529411764705,0.9411764705882353,2,133718,0.007208990474849327
PH153613017,249.0,120.0,129.0,,0.9863013698630136,0.0136986301369863,0.0,0.0,5,133719,0.004526191918448965
PH153613018,320.0,136.0,184.0,,0.0,0.072992700729927,0.1386861313868613,0.8394160583941606,0,133720,0.01304910111089767
PH153613019,236.0,120.0,116.0,,1.0,0.0,0.03125,0.9479166666666666,1,133714,0.00042451215529575335
PH153613021,235.0,121.0,114.0,,0.8666666666666667,0.0,0.0,0.45714285714285713,3,133715,0.007169977993753323
PH153613022,120.0,53.0,67.0,,0.0,0.0,0.0,0.32,0,133718,0.02014944168297314
PH153613023,289.0,152.0,137.0,,1.0,0.0,0.020833333333333332,0.0,0,408872,0.0018907437336275696
PH153613024,401.0,199.0,202.0,,0.9583333333333334,0.0,0.006944444444444444,0.0,1,133707,0.0027951247338082246
PH153613025,275.0,122.0,153.0,,0.8727272727272727,0.05454545454545454,0.00909090909090909,0.990909090909091,0,133710,0.005279328320840769
PH153613026,481.0,229.0,252.0,,1.0,0.0,0.029850746268656716,0.0,6,133716,0.0015563717390600698
PH153613027,510.0,223.0,287.0,,0.9954128440366973,0.0,0.3073394495412844,0.37155963302752293,2,133709,0.0008901593316365917
PH153613028,197.0,94.0,103.0,,0.0,0.0,0.03125,0.015625,0,133715,0.02317421137168246
PH153613029,304.0,141.0,163.0,,0.01818181818181818,0.0,0.4909090909090909,0.509090909090909,0,133720,0.016682080153264837
PH153613030,227.0,107.0,120.0,,0.030927835051546393,0.9587628865979382,0.0,0.9896907216494846,0,133720,0.027282339057965732
PH153613031,267.0,125.0,142.0,1.0,0.9764705882352941,0.011764705882352941,0.7294117647058823,0.23529411764705882,3,133718,0.0014203235876374197
PH153613032,416.0,207.0,209.0,1.0,0.9931972789115646,0.006802721088435374,0.034013605442176874,0.0,3,133562,0.006084057676073356
PH153613033,414.0,224.0,190.0,,0.993006993006993,0.0,0.006993006993006993,0.006993006993006993,2,133711,0.0010856769719798675
PH153613034,365.0,182.0,183.0,1.0,0.009433962264150943,0.018867924528301886,0.018867924528301886,0.0,0,133717,0.03246638298289397
PH153613035,342.0,155.0,187.0,1.0,0.04,0.936,0.048,0.944,0,133720,0.019647858875600076
PH153613036,224.0,105.0,119.0,,0.012987012987012988,0.0,0.35064935064935066,0.6233766233766234,0,133718,0.0333256498823898
PH153613040,349.0,145.0,204.0,3.0,1.0,0.0,0.5480769230769231,0.23076923076923078,6,133715,0.0034102775510910744
PH153613041,166.0,99.0,67.0,,0.8888888888888888,0.06349206349206349,0.7142857142857143,0.25396825396825395,0,408872,0.002144568189680782
PH153613043,325.0,169.0,156.0,,0.7448979591836735,0.0,0.0,0.20408163265306123,0,408872,0.0016893102218131727
PH153613044,203.0,92.0,111.0,,0.9357798165137615,0.009174311926605505,0.0,0.009174311926605505,2,324712,0.008137271681599246
PH153613049,169.0,80.0,89.0,6.0,0.0,0.0,0.0,0.0,0,133723,0.05099583483250365
PH153613050,191.0,96.0,95.0,,0.9838709677419355,0.016129032258064516,0.20967741935483872,0.4032258064516129,0,408872,0.0019094654187447812
PH153613051,230.0,106.0,124.0,,1.0,0.0,0.0,0.0,1,133705,0.005549286462349998
PH153614003,353.0,179.0,174.0,,0.0,0.7419354838709677,0.0,0.9919354838709677,2,318218,0.01076899442324219
PH153614004,390.0,203.0,187.0,,0.012578616352201259,0.006289308176100629,0.0,0.012578616352201259,0,133725,0.008584271056936293
PH153614005,193.0,108.0,85.0,,0.03508771929824561,0.7017543859649122,0.017543859649122806,0.9649122807017544,0,133723,0.013306113771539476
PH153614006,315.0,155.0,160.0,,0.0,0.2828282828282828,0.0,0.797979797979798,2,133731,0.013308219309914084
PH153614007,353.0,190.0,163.0,,0.0,0.24347826086956523,0.008695652173913044,0.02608695652173913,1,133725,0.010407076964590666
PH153614008,262.0,154.0,108.0,,0.012987012987012988,0.19480519480519481,0.0,0.935064935064935,2,216050,0.005215274903918895
PH153614010,122.0,63.0,59.0,,0.0,0.15,0.0,0.0,2,133727,0.003379067172644605
PH153614011,276.0,137.0,139.0,2.0,0.060240963855421686,0.0,0.024096385542168676,0.024096385542168676,1,133735,0.0037129675797870185
PH153614012,355.0,165.0,190.0,,0.05785123966942149,0.512396694214876,0.0,0.0743801652892562,1,133728,0.022356776253212935
PH153614013,146.0,54.0,92.0,,0.0,0.5555555555555556,0.0,0.031746031746031744,0,133732,0.0017651078971678558
PH153614014,324.0,171.0,153.0,4.0,0.0,0.0,0.0,0.9537037037037037,1,133734,0.0018728337373362177
PH153614016,246.0,102.0,144.0,,0.020833333333333332,0.9375,0.0,1.0,0,133725,0.012412091896521057
PH153614017,231.0,119.0,112.0,,0.0,0.06172839506172839,0.0,0.0,2,133718,0.011162819321902847
PH153614018,376.0,189.0,187.0,,0.00909090909090909,0.0,0.0,0.8909090909090909,1,133726,0.002443366270815952
PH153614019,8012.0,4092.0,3920.0,2.0,0.013245033112582781,0.0,0.0,0.046357615894039736,3,133724,0.004499770026367851
PH153614020,194.0,98.0,96.0,,0.0,0.0,0.0,0.7471264367816092,6,133727,0.003686416021372181
PH153614022,197.0,91.0,106.0,1.0,0.013513513513513514,0.3108108108108108,0.0,0.013513513513513514,0,133728,0.012830604692301222
PH153614023,405.0,204.0,201.0,,0.0,0.029850746268656716,0.022388059701492536,0.8731343283582089,1,133729,0.004020413398599324
PH153614025,589.0,335.0,254.0,,0.006060606060606061,0.012121212121212121,0.19393939393939394,0.6363636363636364,0,133736,0.0010716855811099967
PH153614027,1056.0,529.0,527.0,2.0,0.02120141342756184,0.045936395759717315,0.09540636042402827,0.8869257950530035,7,133731,0.00378680713974096
PH153614031,225.0,113.0,112.0,,0.0136986301369863,0.1095890410958904,0.0,0.0,1,133727,0.022113978880249397
PH153614032,250.0,168.0,82.0,,0.05,0.3,0.0,0.06666666666666667,0,133723,0.023059344436733374
PH153614033,440.0,202.0,238.0,,0.0,0.007518796992481203,0.09774436090225563,0.8571428571428571,6,318218,0.0059436075671480265
PH153614034,253.0,120.0,133.0,,0.030927835051546393,0.3402061855670103,0.0,0.9278350515463918,1,133735,0.0018594676265140588
PH153615003,463.0,221.0,242.0,,0.0125,0.05625,0.0375,0.0,1,476002,0.0005588050248067073
PH153615004,298.0,124.0,174.0,,0.0,0.0,0.04032258064516129,0.016129032258064516,3,216055,0.017877771165785223
PH153615006,387.0,185.0,202.0,,0.03278688524590164,0.040983606557377046,0.00819672131147541,0.0,0,133753,0.006500797956954159
PH153615017,378.0,176.0,202.0,,0.011627906976744186,0.11627906976744186,0.0,0.0,2,133744,0.00728880697858576
PH153615018,593.0,285.0,308.0,1.0,0.004524886877828055,0.03619909502262444,0.00904977375565611,0.0,10,133756,0.0038136182302502437
PH153615019,303.0,180.0,123.0,,0.02,0.0,0.01,0.0,0,133757,0.007705934312999897
PH153615020,1024.0,407.0,617.0,3.0,0.0,0.0,0.014577259475218658,0.0,9,408515,0.0007524420934933098
PH153615021,948.0,441.0,507.0,,0.0,0.0,0.00906344410876133,0.006042296072507553,12,476005,0.0014710197694369845
PH153615022,1305.0,624.0,681.0,2.0,0.023923444976076555,0.0,0.01674641148325359,0.0,12,406066,0.0026064470520686615
PH153615023,365.0,168.0,197.0,2.0,0.0,0.021897810218978103,0.0,0.0072992700729927005,1,133568,0.0011545058475828627
PH153615027,268.0,141.0,127.0,,0.0,0.32038834951456313,0.0,0.0,0,133784,0.02431879753710985
PH153615028,598.0,321.0,277.0,2.0,0.004608294930875576,0.31797235023041476,0.0,0.03225806451612903,2,324721,0.004211382559437655
PH153615029,136.0,57.0,79.0,1.0,0.0,0.0,0.0,0.0,0,133760,0.00945329331515191
PH153615034,502.0,263.0,239.0,,0.0,0.0,0.0,0.0,0,133746,0.012520530431972932
PH153615038,442.0,211.0,231.0,,0.0,0.3776223776223776,0.0,0.0,2,324718,0.006700467215790333
PH153615043,437.0,218.0,219.0,2.0,0.017964071856287425,0.0,0.11976047904191617,0.8802395209580839,6,304989,0.006985459779212083
PH153615044,411.0,192.0,219.0,2.0,0.006622516556291391,0.11920529801324503,0.0,0.0,3,133751,0.001500628536215129
PH153615047,264.0,138.0,126.0,4.0,0.0,0.025210084033613446,0.0,0.0,2,304987,0.008045824764986286
PH153615049,472.0,223.0,249.0,1.0,0.013986013986013986,0.0,0.055944055944055944,0.4965034965034965,1,133742,0.004961159554867717
PH153615053,439.0,221.0,218.0,,0.0,0.0,0.0125,0.0,4,406066,0.0019143730499966113
PH153615059,177.0,86.0,91.0,,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.0,1,216053,0.0017424017255855
PH153615061,236.0,119.0,117.0,,0.0,0.0,0.022727272727272728,0.011363636363636364,0,133748,0.00889992396605398
PH153615063,221.0,121.0,100.0,,0.0,0.0,0.0,0.0,7,133568,0.009029767199172738
PH153615064,426.0,206.0,220.0,,0.0,0.1056338028169014,0.0,0.0,0,600164,0.008412962760071658
PH153615066,462.0,263.0,199.0,1.0,0.018404907975460124,0.012269938650306749,0.006134969325153374,0.0,0,304987,0.010460975730516872
PH153615068,1129.0,529.0,600.0,4.0,0.011461318051575931,0.011461318051575931,0.0,0.0,2,324723,0.0010562661964913862
PH153615070,383.0,180.0,203.0,,0.00819672131147541,0.2786885245901639,0.0,0.0,0,324713,0.012330320133412568
PH153615071,290.0,148.0,142.0,,0.015037593984962405,0.08270676691729323,0.0,0.0,0,133781,0.03419067857553898
PH153615072,1082.0,550.0,532.0,4.0,0.02457002457002457,0.051597051597051594,0.009828009828009828,0.004914004914004914,14,476003,0.0011078930482455152
PH153615073,390.0,198.0,192.0,1.0,0.018072289156626505,0.0,0.0,0.9879518072289156,0,133743,0.005154736003664216
PH153615074,1308.0,648.0,660.0,1.0,0.9934640522875817,0.002178649237472767,0.9586056644880174,0.0,23,406067,0.005624983068086169
PH153615075,427.0,208.0,219.0,,0.0,0.08888888888888889,0.014814814814814815,0.0,7,133737,0.005853536017981552
PH153615078,344.0,166.0,178.0,2.0,0.014184397163120567,0.028368794326241134,0.0,0.0,3,133742,0.0040162528685273894
PH153615079,408.0,183.0,225.0,,0.0,0.0,0.0,0.0,0,324724,0.0028502033496338383
PH153615080,883.0,396.0,487.0,1.0,0.014423076923076924,0.004807692307692308,0.04326923076923077,0.057692307692307696,4,476005,0.000615737379757439
PH153615081,481.0,227.0,254.0,,0.0045045045045045045,0.09009009009009009,0.0,0.0,1,324724,0.00018132908128945123
PH153615082,447.0,235.0,212.0,,0.0,0.0,0.0,0.0,0,133744,0.005905755102655116
PH153616001,511.0,269.0,242.0,,1.0,0.0,0.0,0.0,0,133334,0.003038699713125034
PH153616005,193.0,88.0,105.0,1.0,0.7769784172661871,0.0,0.2949640287769784,0.07194244604316546,0,133345,0.004887991468975927
PH153616006,493.0,260.0,233.0,2.0,1.0,0.0,0.006802721088435374,0.013605442176870748,0,133358,0.0009519842849326173
PH153616009,335.0,180.0,155.0,,1.0,0.0,0.04132231404958678,0.08264462809917356,0,133361,0.005603912081505584
PH153616018,558.0,273.0,285.0,2.0,1.0,0.0,0.1005586592178771,0.0,2,133341,0.007908340361574782
PH153616022,430.0,204.0,226.0,2.0,1.0,0.0,0.03289473684210526,0.0,0,133342,0.0005246155461706218
PH153616023,817.0,427.0,390.0,6.0,0.9920318725099602,0.0,0.0,0.00796812749003984,3,133337,0.008228057599463195
PH153616025,332.0,143.0,189.0,1.0,1.0,0.0,0.04081632653061224,0.0,3,133337,0.005855695465018514
PH153616026,489.0,251.0,238.0,2.0,0.984375,0.0,0.015625,0.0,0,318123,0.0023904867882863085
PH153616035,685.0,317.0,368.0,1.0,1.0,0.0,0.008403361344537815,0.008403361344537815,3,133337,0.001806398809709352
PH153616036,351.0,155.0,196.0,1.0,0.9794520547945206,0.0,0.0,0.0,0,133362,0.002102666458841025
PH153616039,406.0,192.0,214.0,,1.0,0.0,0.007407407407407408,0.007407407407407408,0,133362,0.0040844789914709365
PH153616040,289.0,138.0,151.0,1.0,1.0,0.0,0.007751937984496124,0.0,0,133344,0.0006912511466752497
PH153616044,397.0,219.0,178.0,,0.9935897435897436,0.00641025641025641,0.5897435897435898,0.21794871794871795,0,133362,0.003688707529165818
PH153616047,487.0,243.0,244.0,2.0,0.9895833333333334,0.0,0.005208333333333333,0.11979166666666667,1,133337,0.011103354720525004
PH153616051,989.0,554.0,435.0,1.0,0.9963768115942029,0.0,0.018115942028985508,0.010869565217391304,0,133360,0.005340313430446503
PH153616054,205.0,102.0,103.0,,1.0,0.0,0.011764705882352941,0.0,0,134963,0.005572212910233436
PH153616055,271.0,126.0,145.0,1.0,1.0,0.0,0.03488372093023256,0.0,0,133359,0.005814859175458142
PH153616059,455.0,211.0,244.0,,1.0,0.0,0.012345679012345678,0.012345679012345678,1,133241,0.014106577421160688
PH153616061,371.0,185.0,186.0,1.0,1.0,0.0,0.0064516129032258064,0.012903225806451613,2,133336,0.013559405458126231
PH153616063,383.0,150.0,233.0,,1.0,0.0,0.007142857142857143,0.0,0,133365,0.0026785559996677396
PH153616071,424.0,221.0,203.0,,1.0,0.0,0.0,0.0,0,318123,0.004963794153552717
PH153616072,367.0,182.0,185.0,2.0,1.0,0.0,0.00847457627118644,0.0,0,133365,0.00010428116693884097
PH153616083,280.0,151.0,129.0,,1.0,0.0,0.0,0.0,0,133353,0.005490046047949881
PH153616097,379.0,188.0,191.0,1.0,1.0,0.0,0.007575757575757576,0.0,0,133359,0.0033733938803111323
PH153616102,462.0,226.0,236.0,,0.9328859060402684,0.0,0.020134228187919462,0.006711409395973154,2,215526,0.004569772865285882
PH153616105,352.0,171.0,181.0,2.0,0.9385964912280702,0.008771929824561403,0.02631578947368421,0.0,0,133347,0.0018580001904262913
PH153616106,615.0,302.0,313.0,,1.0,0.0,0.05235602094240838,0.015706806282722512,0,304963,0.0034549652043210266
PH153616107,344.0,169.0,175.0,3.0,1.0,0.0,0.006172839506172839,0.0,2,133337,0.0061326054671710034
PH153616108,531.0,277.0,254.0,,1.0,0.0,0.3172043010752688,0.1827956989247312,0,133361,0.0029931862628329205
PH153616109,295.0,138.0,157.0,1.0,0.3055555555555556,0.0,0.037037037037037035,0.0,7,133348,0.00849887280140673
PH153616110,403.0,184.0,219.0,,0.9875776397515528,0.0,0.012422360248447204,0.031055900621118012,1,304963,0.005703872493197348
PH153616111,317.0,162.0,155.0,,1.0,0.0,0.017857142857142856,0.03571428571428571,0,304963,0.004199949729060361
PH153616112,316.0,159.0,157.0,,1.0,0.0,0.0070921985815602835,0.0,0,133362,0.0017383128948159502
PH153617001,498.0,241.0,257.0,1.0,0.8711656441717791,0.12883435582822086,0.9693251533742331,0.006134969325153374,0,305072,0.002624944464031088
PH153617003,432.0,210.0,222.0,,1.0,0.0,0.46835443037974683,0.3670886075949367,0,318607,0.009438845543538481
PH153617006,410.0,190.0,220.0,4.0,0.9940119760479041,0.005988023952095809,0.0,0.0,2,134950,0.0005898422911075717
PH153617007,669.0,313.0,356.0,,0.9924528301886792,0.007547169811320755,0.007547169811320755,0.0,1,215511,0.011283967531760626
PH153617008,1419.0,677.0,742.0,7.0,0.9978902953586498,0.0,0.4282700421940928,0.5358649789029536,5,600121,0.0047965124912744865
PH153617009,1012.0,503.0,509.0,,0.9842767295597484,0.0,0.8679245283018868,0.05660377358490566,0,305073,0.006972342645019204
PH153617010,1000.0,517.0,483.0,3.0,0.9969325153374233,0.0,0.06748466257668712,0.6441717791411042,17,134956,0.002618890021986994
PH153617012,373.0,184.0,189.0,1.0,1.0,0.0,0.016260162601626018,0.975609756097561,2,134953,0.004565130984921609
PH153617013,488.0,232.0,256.0,,0.9895287958115183,0.0,0.17277486910994763,0.6910994764397905,2,134953,0.002050544727286439
PH153617014,341.0,153.0,188.0,,1.0,0.0,0.610738255033557,0.020134228187919462,0,134953,0.0032260607277583603
PH153617015,1311.0,657.0,654.0,,0.9974554707379135,0.0,0.19592875318066158,0.7786259541984732,7,600121,0.004219746914439669
PH153617016,712.0,338.0,374.0,,0.9852216748768473,0.0049261083743842365,0.2315270935960591,0.6995073891625616,0,305072,0.004468822266703106
PH153617017,585.0,266.0,319.0,,0.8381877022653722,0.0,0.10032362459546926,0.1650485436893204,0,305072,0.0019973270781836238
PH153617019,298.0,129.0,169.0,,0.9827586206896551,0.0,0.02586206896551724,0.0,0,305072,0.00673222920893704
PH153617021,295.0,125.0,170.0,,1.0,0.0,0.7349397590361446,0.2289156626506024,1,134953,0.0023726913389417533
PH153617022,891.0,464.0,427.0,,0.993485342019544,0.0,0.3713355048859935,0.42996742671009774,4,305073,0.003640260896542215
PH153617023,293.0,147.0,146.0,,1.0,0.0,0.009523809523809525,0.01904761904761905,1,134960,0.003428329925592995
PH153617024,953.0,465.0,488.0,,0.992822966507177,0.0023923444976076554,0.0,0.028708133971291867,2,134962,0.013179346804969225
PH153617025,2030.0,928.0,1102.0,1.0,0.9900990099009901,0.009900990099009901,0.24587458745874588,0.08415841584158416,11,134964,0.0030145356353017
PH153617026,1655.0,931.0,724.0,,0.9485981308411215,0.0,0.10046728971962617,0.02336448598130841,14,134948,0.00315309719064707
PH153617027,484.0,211.0,273.0,2.0,0.9526315789473684,0.0,0.10526315789473684,0.3,0,305072,0.006377969456672294
PH153617029,586.0,277.0,309.0,,0.9956331877729258,0.0,0.48034934497816595,0.519650655021834,0,318601,0.010065816326741875
PH153617030,529.0,252.0,277.0,,0.9945652173913043,0.0,0.125,0.7119565217391305,0,318601,0.010241444100827349
PH153617032,611.0,276.0,335.0,,0.02643171806167401,0.8766519823788547,0.1894273127753304,0.004405286343612335,1,134962,0.024710069322585376
PH153617033,3363.0,1740.0,1623.0,3.0,0.9940476190476191,0.0,0.5238095238095238,0.22123015873015872,9,318604,0.004500013620703735
PH153617035,1296.0,566.0,730.0,,1.0,0.0,0.898989898989899,0.022727272727272728,0,318601,0.005403758961435696
PH153617036,1680.0,768.0,912.0,,1.0,0.0,0.41366223908918404,0.2656546489563567,0,318601,0.00506956905463018
PH153617037,331.0,164.0,167.0,1.0,0.983739837398374,0.008130081300813009,0.04878048780487805,0.3333333333333333,0,318607,0.0016562029256355717
PH153617039,3886.0,1491.0,2395.0,2.0,0.9872935196950444,0.0,0.3545108005082592,0.5806861499364676,43,600122,0.0015262016553754414
PH153617040,657.0,331.0,326.0,,0.8,0.2,0.007407407407407408,0.0,1,133290,0.018152485990497284
PH153617042,348.0,168.0,180.0,,0.9626865671641791,0.03731343283582089,0.0,0.0,1,318605,0.01439040177844263
PH153617043,788.0,385.0,403.0,,0.995475113122172,0.0,0.0,0.03619909502262444,2,134952,0.0070834381050221525
PH153617044,740.0,343.0,397.0,1.0,1.0,0.0,0.0,0.0,4,134953,0.006027146423569123
PH153617045,736.0,344.0,392.0,,0.992,0.008,0.88,0.072,0,305073,0.003467125683856197
PH153617046,673.0,370.0,303.0,9.0,0.9965397923875432,0.0,0.006920415224913495,0.0,0,305072,0.005365732867810523
PH153617048,1314.0,526.0,788.0,2.0,0.9623115577889447,0.002512562814070352,0.5628140703517588,0.38190954773869346,0,305073,0.0018031650303525267
PH153617049,892.0,448.0,444.0,,0.990909090909091,0.0,0.045454545454545456,0.0,2,134962,0.011923889649309757
PH153617051,1168.0,544.0,624.0,,0.945619335347432,0.027190332326283987,0.3293051359516616,0.3957703927492447,0,318601,0.003907926248644514
PH153617052,573.0,293.0,280.0,,0.9617486338797814,0.0,0.0,0.14207650273224043,0,318602,0.005903155870574239
PH153617057,1312.0,653.0,659.0,2.0,1.0,0.0,0.551063829787234,0.37872340425531914,1,318601,0.004852077996113618
PH153617058,1868.0,885.0,983.0,1.0,0.9983221476510067,0.0,0.4966442953020134,0.1174496644295302,4,318604,0.005670852705146233
PH153617060,2776.0,1367.0,1409.0,7.0,0.9925816023738873,0.0,0.6572700296735905,0.001483679525222552,8,600167,0.00536457026691222
PH153617062,922.0,388.0,534.0,1.0,0.9969512195121951,0.0,0.3567073170731707,0.22865853658536586,0,318601,0.006201861453722706
PH153617063,441.0,204.0,237.0,,0.9871794871794872,0.004273504273504274,0.042735042735042736,0.5256410256410257,0,318601,0.0047959246037415386
PH153617064,248.0,113.0,135.0,,1.0,0.0,0.0625,0.4583333333333333,0,318607,0.007002598061143687
PH153617065,1449.0,739.0,710.0,,0.9675810473815462,0.0,0.12219451371571072,0.022443890274314215,2,133290,0.02453090300096383
PH153617066,1389.0,678.0,711.0,8.0,0.9874055415617129,0.0,0.0982367758186398,0.0906801007556675,7,134952,0.004471381679423591
PH153617068,437.0,221.0,216.0,,0.9121338912133892,0.0,0.0,0.22594142259414227,0,318604,0.005900426966567242
PH153617069,561.0,247.0,314.0,,1.0,0.0,0.02857142857142857,0.06285714285714286,0,318607,0.0013639443039206343
PH153617070,487.0,242.0,245.0,2.0,0.058823529411764705,0.07983193277310924,0.025210084033613446,0.12184873949579832,0,318601,0.005967230824146149
PH153617071,929.0,423.0,506.0,,0.9900662251655629,0.0,0.24503311258278146,0.28807947019867547,0,318601,0.0041406698840965196
PH153617072,1616.0,712.0,904.0,,1.0,0.0,0.06082289803220036,0.04114490161001789,7,318603,0.007549761292821029
PH153617074,306.0,140.0,166.0,,1.0,0.0,0.009259259259259259,0.018518518518518517,0,318605,0.005925826129840579
PH153617075,921.0,467.0,454.0,1.0,0.9666666666666667,0.0,0.0033333333333333335,0.06333333333333334,4,134958,0.003424904892284893
PH153617076,1503.0,676.0,827.0,5.0,0.9946714031971581,0.0017761989342806395,0.7886323268206039,0.1438721136767318,8,318601,0.0013735341204833928
PH153617077,2718.0,1339.0,1379.0,1.0,0.9837037037037037,0.002962962962962963,0.46074074074074073,0.3333333333333333,9,318601,0.003480799397060128
PH153617079,1029.0,523.0,506.0,,0.9933554817275747,0.0,0.813953488372093,0.17275747508305647,0,134952,0.007635781689775338
PH153617080,1201.0,587.0,614.0,,0.9913294797687862,0.002890173410404624,0.6820809248554913,0.20520231213872833,0,318601,0.0048688535472213934
PH153617083,1625.0,767.0,858.0,,0.9919517102615694,0.002012072434607646,0.6619718309859155,0.03420523138832998,18,305073,0.0033075252766399644
PH153617085,333.0,160.0,173.0,,0.75,0.0,0.0,0.0,0,305072,0.0023321982214010674
PH153617086,642.0,327.0,315.0,,0.9682539682539683,0.0,0.015873015873015872,0.32275132275132273,0,305072,0.003923859330693614
PH153617089,431.0,202.0,229.0,,0.9821428571428571,0.0,0.0,0.023809523809523808,0,305072,0.007669887890195816
PH153617090,1706.0,792.0,914.0,3.0,0.9984662576687117,0.0,0.7668711656441718,0.17177914110429449,14,600121,0.0023266142228979083
PH153617097,899.0,409.0,490.0,,1.0,0.0,0.3,0.14642857142857144,3,318605,0.00682941769064024
PH153617098,431.0,209.0,222.0,1.0,1.0,0.0,0.008333333333333333,0.0,0,305072,0.00110583708580229
PH153617099,716.0,364.0,352.0,1.0,1.0,0.0,0.9859154929577465,0.004694835680751174,1,218008,0.004158787150528495
PH153617101,505.0,259.0,246.0,,0.9798657718120806,0.013422818791946308,0.20134228187919462,0.14093959731543623,0,318607,0.003790819807201327
PH153617103,599.0,269.0,330.0,1.0,0.9936305732484076,0.0,0.025477707006369428,0.0,0,318607,0.0033189428515595907
PH153617105,734.0,339.0,395.0,2.0,1.0,0.0,0.02564102564102564,0.9743589743589743,3,133272,0.01010975071624988
